"","Name","Position","Age","Season","Transfer_fee","League_to"
"2907","Marc Bartra","Centre-Back","25","2016-2017",8000000,"1.Bundesliga"
"2908","Tomás Rincón","Defensive Midfield","28","2016-2017",8000000,"Serie A"
"2909","Rémy Cabella","Attacking Midfield","26","2016-2017",8000000,"Ligue 1"
"2910","Benjamin Stambouli","Centre-Back","26","2016-2017",8000000,"1.Bundesliga"
"2911","Alisson","Goalkeeper","23","2016-2017",8000000,"Serie A"
"2912","Alfred N'Diaye","Defensive Midfield","26","2016-2017",8000000,"LaLiga"
"2913","Wallace","Centre-Back","21","2016-2017",8000000,"Serie A"
"2914","Dodô","Left-Back","24","2016-2017",7800000,"Serie A"
"2915","José Sosa","Attacking Midfield","31","2016-2017",7500000,"Serie A"
"2916","Max Kruse","Second Striker","28","2016-2017",7500000,"1.Bundesliga"
"2917","Antonio Sanabria","Centre-Forward","20","2016-2017",7500000,"LaLiga"
"2918","Timothée Kolodziejczak","Centre-Back","25","2016-2017",7500000,"1.Bundesliga"
"2919","Cristian Espinoza","Right Winger","21","2016-2017",7200000,"LaLiga"
"2920","Diogo Jota","Left Winger","19","2016-2017",7200000,"LaLiga"
"2921","Rudy Gestede","Centre-Forward","28","2016-2017",7100000,"Premier League"
"2922","Arthur Masuaku","Left-Back","22","2016-2017",7100000,"Premier League"
"2923","Denis Cheryshev","Left Winger","25","2016-2017",7000000,"LaLiga"
"2924","Gerónimo Rulli","Goalkeeper","24","2016-2017",7000000,"LaLiga"
"2925","Anwar El Ghazi","Left Winger","21","2016-2017",7000000,"Ligue 1"
"2926","Martin Hinteregger","Centre-Back","23","2016-2017",7000000,"1.Bundesliga"
"2927","Leo Baptistão","Centre-Forward","23","2016-2017",7000000,"LaLiga"
"2928","Lewis Cook","Central Midfield","19","2016-2017",7000000,"Premier League"
"2929","Christian Kabasele","Centre-Back","25","2016-2017",6950000,"Premier League"
"2930","Patrick Bamford","Centre-Forward","23","2016-2017",6900000,"Premier League"
"2931","Douglas Santos","Left-Back","22","2016-2017",6500000,"1.Bundesliga"
"2932","Matt Phillips","Right Winger","25","2016-2017",6500000,"Premier League"
"2933","Hiroshi Kiyotake","Attacking Midfield","26","2016-2017",6500000,"LaLiga"
"2934","Jhon Córdoba","Centre-Forward","23","2016-2017",6500000,"1.Bundesliga"
"2935","Simone Verdi","Right Winger","24","2016-2017",6500000,"Serie A"
"2936","Lys Mousset","Centre-Forward","20","2016-2017",6500000,"Premier League"
"2937","Edimilson Fernandes","Central Midfield","20","2016-2017",6400000,"Premier League"
"2938","Loris Karius","Goalkeeper","23","2016-2017",6200000,"Premier League"
"2939","Neymar","Left Winger","25","2017-2018",222000000,"Ligue 1"
"2940","Philippe Coutinho","Attacking Midfield","25","2017-2018",125000000,"LaLiga"
"2941","Ousmane Dembélé","Right Winger","20","2017-2018",115000000,"LaLiga"
"2942","Romelu Lukaku","Centre-Forward","24","2017-2018",84700000,"Premier League"
"2943","Virgil van Dijk","Centre-Back","26","2017-2018",78800000,"Premier League"
"2944","Diego Costa","Centre-Forward","29","2017-2018",66000000,"LaLiga"
"2945","Álvaro Morata","Centre-Forward","24","2017-2018",66000000,"Premier League"
"2946","Aymeric Laporte","Centre-Back","23","2017-2018",65000000,"Premier League"
"2947","Pierre-Emerick Aubameyang","Centre-Forward","28","2017-2018",63750000,"Premier League"
"2948","Benjamin Mendy","Left-Back","23","2017-2018",57500000,"Premier League"
"2949","Alexandre Lacazette","Centre-Forward","26","2017-2018",53000000,"Premier League"
"2950","Kyle Walker","Right-Back","27","2017-2018",52700000,"Premier League"
"2951","Bernardo Silva","Right Winger","22","2017-2018",50000000,"Premier League"
"2952","Gylfi Sigurdsson","Attacking Midfield","27","2017-2018",49400000,"Premier League"
"2953","Nemanja Matic","Defensive Midfield","29","2017-2018",44700000,"Premier League"
"2954","Leonardo Bonucci","Centre-Back","30","2017-2018",42000000,"Serie A"
"2955","Mohamed Salah","Right Winger","25","2017-2018",42000000,"Premier League"
"2956","Corentin Tolisso","Central Midfield","22","2017-2018",41500000,"1.Bundesliga"
"2957","Federico Bernardeschi","Right Winger","23","2017-2018",40000000,"Serie A"
"2958","Ederson","Goalkeeper","23","2017-2018",40000000,"Premier League"
"2959","Tiemoué Bakayoko","Defensive Midfield","22","2017-2018",40000000,"Premier League"
"2960","Paulinho","Central Midfield","29","2017-2018",40000000,"LaLiga"
"2961","Davinson Sánchez","Centre-Back","21","2017-2018",40000000,"Premier League"
"2962","André Silva","Centre-Forward","21","2017-2018",38000000,"Serie A"
"2963","Alex Oxlade-Chamberlain","Right Midfield","24","2017-2018",38000000,"Premier League"
"2964","Danny Drinkwater","Central Midfield","27","2017-2018",37900000,"Premier League"
"2965","Vitolo","Left Winger","27","2017-2018",36000000,"LaLiga"
"2966","Antonio Rüdiger","Centre-Back","24","2017-2018",35000000,"Premier League"
"2967","Victor Lindelöf","Centre-Back","22","2017-2018",35000000,"Premier League"
"2968","Iñigo Martínez","Centre-Back","26","2017-2018",32000000,"LaLiga"
"2969","Nélson Semedo","Right-Back","23","2017-2018",30570000,"LaLiga"
"2970","Keita Baldé","Left Winger","22","2017-2018",30000000,"Ligue 1"
"2971","Danilo","Right-Back","26","2017-2018",30000000,"Premier League"
"2972","Michael Keane","Centre-Back","24","2017-2018",28500000,"Premier League"
"2973","Jordan Pickford","Goalkeeper","23","2017-2018",28500000,"Premier League"
"2974","Lucas Moura","Right Winger","25","2017-2018",28400000,"Premier League"
"2975","Mamadou Sakho","Centre-Back","27","2017-2018",28200000,"Premier League"
"2976","Kelechi Iheanacho","Centre-Forward","20","2017-2018",27700000,"Premier League"
"2977","Davy Klaassen","Attacking Midfield","24","2017-2018",27000000,"Premier League"
"2978","Milan Skriniar","Centre-Back","22","2017-2018",27000000,"Serie A"
"2979","Youri Tielemans","Central Midfield","20","2017-2018",25000000,"Ligue 1"
"2980","Andriy Yarmolenko","Right Winger","27","2017-2018",25000000,"1.Bundesliga"
"2981","Serge Aurier","Right-Back","24","2017-2018",25000000,"Premier League"
"2982","Davide Zappacosta","Right-Back","25","2017-2018",25000000,"Premier League"
"2983","Adrien Silva","Central Midfield","28","2017-2018",24500000,"Premier League"
"2984","Theo Hernández","Left-Back","19","2017-2018",24000000,"LaLiga"
"2985","Matías Vecino","Central Midfield","25","2017-2018",24000000,"Serie A"
"2986","Lucas Alario","Centre-Forward","24","2017-2018",24000000,"1.Bundesliga"
"2987","Andrea Conti","Right-Back","23","2017-2018",24000000,"Serie A"
"2988","André Ayew","Left Winger","28","2017-2018",22800000,"Premier League"
"2989","Nathan Aké","Centre-Back","22","2017-2018",22800000,"Premier League"
"2990","Theo Walcott","Right Winger","28","2017-2018",22500000,"Premier League"
"2991","Cenk Tosun","Centre-Forward","26","2017-2018",22500000,"Premier League"
"2992","Marko Arnautovic","Left Winger","28","2017-2018",22300000,"Premier League"
"2993","Hakan Calhanoglu","Left Winger","23","2017-2018",22000000,"Serie A"
"2994","Guido Carrillo","Centre-Forward","26","2017-2018",22000000,"Premier League"
"2995","Luis Muriel","Centre-Forward","26","2017-2018",21500000,"LaLiga"
"2996","Manuel Akanji","Centre-Back","22","2017-2018",21500000,"1.Bundesliga"
"2997","Kingsley Coman","Left Winger","21","2017-2018",21000000,"1.Bundesliga"
"2998","Pietro Pellegri","Centre-Forward","16","2017-2018",21000000,"Ligue 1"
"2999","Andre Gray","Centre-Forward","26","2017-2018",20400000,"Premier League"
"3000","Blaise Matuidi","Central Midfield","30","2017-2018",20000000,"Serie A"
"3001","Juan Cuadrado","Right Winger","29","2017-2018",20000000,"Serie A"
"3002","Niklas Süle","Centre-Back","21","2017-2018",20000000,"1.Bundesliga"
"3003","Roberto Gagliardini","Central Midfield","23","2017-2018",20000000,"Serie A"
"3004","Kevin Kampl","Central Midfield","26","2017-2018",20000000,"1.Bundesliga"
"3005","Maximilian Philipp","Left Winger","23","2017-2018",20000000,"1.Bundesliga"
"3006","Emerson","Left-Back","23","2017-2018",20000000,"Premier League"
"3007","Nikola Maksimovic","Centre-Back","25","2017-2018",20000000,"Serie A"
"3008","Dalbert","Left-Back","23","2017-2018",20000000,"Serie A"
"3009","Kevin Wimmer","Centre-Back","24","2017-2018",19400000,"Premier League"
"3010","Nabil Bentaleb","Defensive Midfield","22","2017-2018",19000000,"1.Bundesliga"
"3011","Mateo Musacchio","Centre-Back","26","2017-2018",18000000,"Serie A"
"3012","Chicharito","Centre-Forward","29","2017-2018",17800000,"Premier League"
"3013","Panagiotis Retsos","Centre-Back","19","2017-2018",17500000,"1.Bundesliga"
"3014","Lucas Biglia","Defensive Midfield","31","2017-2018",17000000,"Serie A"
"3015","Olivier Giroud","Centre-Forward","31","2017-2018",17000000,"Premier League"
"3016","Medhi Benatia","Centre-Back","30","2017-2018",17000000,"Serie A"
"3017","Matthias Ginter","Centre-Back","23","2017-2018",17000000,"1.Bundesliga"
"3018","John Anthony Brooks","Centre-Back","24","2017-2018",17000000,"1.Bundesliga"
"3019","Jürgen Locadia","Centre-Forward","24","2017-2018",17000000,"Premier League"
"3020","Mario Lemina","Defensive Midfield","23","2017-2018",17000000,"Premier League"
"3021","Jhon Córdoba","Centre-Forward","24","2017-2018",17000000,"1.Bundesliga"
"3022","Ismaïla Sarr","Left Winger","19","2017-2018",17000000,"Ligue 1"
"3023","Ross Barkley","Attacking Midfield","24","2017-2018",16900000,"Premier League"
"3024","Dani Ceballos","Central Midfield","20","2017-2018",16500000,"LaLiga"
"3025","Wesley Hoedt","Centre-Back","23","2017-2018",16400000,"Premier League"
"3026","Chris Wood","Centre-Forward","25","2017-2018",16400000,"Premier League"
"3027","Sam Clucas","Left Midfield","26","2017-2018",16300000,"Premier League"
"3028","Simone Zaza","Centre-Forward","26","2017-2018",16000000,"LaLiga"
"3029","Yuri Berchiche","Left-Back","27","2017-2018",16000000,"Ligue 1"
"3030","Badou Ndiaye","Central Midfield","27","2017-2018",16000000,"Premier League"
"3031","Jean-Kévin Augustin","Centre-Forward","20","2017-2018",16000000,"1.Bundesliga"
"3032","Oliver Burke","Right Winger","20","2017-2018",15200000,"Premier League"
"3033","Fernando Llorente","Centre-Forward","32","2017-2018",15100000,"Premier League"
"3034","Ricardo Rodríguez","Left-Back","24","2017-2018",15000000,"Serie A"
"3035","José Izquierdo","Left Winger","25","2017-2018",15000000,"Premier League"
"3036","Konstantinos Mitroglou","Centre-Forward","29","2017-2018",15000000,"Ligue 1"
"3037","Terence Kongolo","Centre-Back","23","2017-2018",15000000,"Ligue 1"
"3038","Giovanni Simeone","Centre-Forward","22","2017-2018",15000000,"Serie A"
"3039","Vicente Iborra","Defensive Midfield","29","2017-2018",15000000,"Premier League"
"3040","Gianluca Caprari","Second Striker","23","2017-2018",15000000,"Serie A"
"3041","Francis Coquelin","Defensive Midfield","26","2017-2018",14000000,"LaLiga"
"3042","Enes Ünal","Centre-Forward","20","2017-2018",14000000,"LaLiga"
"3043","Rúben Semedo","Centre-Back","23","2017-2018",14000000,"LaLiga"
"3044","Rick Karsdorp","Right-Back","22","2017-2018",14000000,"Serie A"
"3045","Thiago Maia","Central Midfield","20","2017-2018",14000000,"Ligue 1"
"3046","Jay Rodríguez","Centre-Forward","27","2017-2018",13700000,"Premier League"
"3047","Harry Maguire","Centre-Back","24","2017-2018",13700000,"Premier League"
"3048","Marten de Roon","Central Midfield","26","2017-2018",13500000,"Serie A"
"3049","Cengiz Ünder","Right Winger","20","2017-2018",13400000,"Serie A"
"3050","Wilfried Bony","Centre-Forward","28","2017-2018",13000000,"Premier League"
"3051","Bruma","Left Winger","22","2017-2018",13000000,"1.Bundesliga"
"3052","Marko Rog","Central Midfield","21","2017-2018",13000000,"Serie A"
"3053","Davy Pröpper","Central Midfield","25","2017-2018",13000000,"Premier League"
"3054","Sandro Wagner","Centre-Forward","30","2017-2018",13000000,"1.Bundesliga"
"3055","Steve Mounié","Centre-Forward","22","2017-2018",13000000,"Premier League"
"3056","Emre Mor","Left Winger","20","2017-2018",13000000,"LaLiga"
"3057","Juan Foyth","Centre-Back","19","2017-2018",13000000,"Premier League"
"3058","Roque Mesa","Central Midfield","28","2017-2018",12500000,"Premier League"
"3059","Bruno Peres","Right-Back","27","2017-2018",12500000,"Serie A"
"3060","Simon Kjær","Centre-Back","28","2017-2018",12500000,"LaLiga"
"3061","Yevhen Konoplyanka","Left Winger","27","2017-2018",12500000,"1.Bundesliga"
"3062","Sven Bender","Centre-Back","28","2017-2018",12500000,"1.Bundesliga"
"3063","Richarlison","Left Winger","20","2017-2018",12400000,"Premier League"
"3064","Alex Pritchard","Attacking Midfield","24","2017-2018",12350000,"Premier League"
"3065","Wojciech Szczesny","Goalkeeper","27","2017-2018",12200000,"Serie A"
"3066","Ömer Toprak","Centre-Back","27","2017-2018",12000000,"1.Bundesliga"
"3067","Mahmoud Dahoud","Central Midfield","21","2017-2018",12000000,"1.Bundesliga"
"3068","Gerard Deulofeu","Right Winger","23","2017-2018",12000000,"LaLiga"
"3069","Pablo Fornals","Attacking Midfield","21","2017-2018",12000000,"LaLiga"
"3070","Mattia De Sciglio","Right-Back","24","2017-2018",12000000,"Serie A"
"3071","Denis Zakaria","Defensive Midfield","20","2017-2018",12000000,"1.Bundesliga"
"3072","Douglas Luiz","Central Midfield","19","2017-2018",12000000,"Premier League"
"3073","Yerry Mina","Centre-Back","23","2017-2018",11800000,"LaLiga"
"3074","Asmir Begovic","Goalkeeper","30","2017-2018",11500000,"Premier League"
"3075","Jacob Murphy","Right Winger","22","2017-2018",11300000,"Premier League"
"3076","Florian Thauvin","Right Winger","24","2017-2018",11000000,"Ligue 1"
"3077","Gabriel Paulista","Centre-Back","26","2017-2018",11000000,"LaLiga"
"3078","Martin Terrier","Left Winger","20","2017-2018",11000000,"Ligue 1"
"3079","Guilherme Arana","Left-Back","20","2017-2018",11000000,"LaLiga"
"3080","Stevan Jovetic","Centre-Forward","27","2017-2018",11000000,"Ligue 1"
"3081","Nikola Vlasic","Attacking Midfield","19","2017-2018",10800000,"Premier League"
"3082","Marc Bartra","Centre-Back","27","2017-2018",10500000,"LaLiga"
"3083","Rodrigo Bentancur","Central Midfield","20","2017-2018",10500000,"Serie A"
"3084","Luiz Araújo","Right Winger","21","2017-2018",10500000,"Ligue 1"
"3085","Jordan Hugill","Centre-Forward","25","2017-2018",10200000,"Premier League"
"3086","Luiz Gustavo","Defensive Midfield","29","2017-2018",10000000,"Ligue 1"
"3087","Lorenzo Pellegrini","Central Midfield","21","2017-2018",10000000,"Serie A"
"3088","Ignacio Camacho","Defensive Midfield","27","2017-2018",10000000,"1.Bundesliga"
"3089","Marco Benassi","Central Midfield","22","2017-2018",10000000,"Serie A"
"3090","Diafra Sakho","Centre-Forward","28","2017-2018",10000000,"Ligue 1"
"3091","Bertrand Traoré","Right Winger","21","2017-2018",10000000,"Ligue 1"
"3092","Landry Dimata","Centre-Forward","19","2017-2018",10000000,"1.Bundesliga"
"3093","Florian Lejeune","Centre-Back","26","2017-2018",10000000,"Premier League"
"3094","Roberto Inglese","Centre-Forward","25","2017-2018",10000000,"Serie A"
"3095","Adam Ounas","Left Winger","20","2017-2018",10000000,"Serie A"
"3096","Loïs Diony","Centre-Forward","24","2017-2018",10000000,"Ligue 1"
"3097","Nicolas Pépé","Right Winger","22","2017-2018",10000000,"Ligue 1"
"3098","Allan Saint-Maximin","Right Winger","20","2017-2018",10000000,"Ligue 1"
"3099","Adama Diakhaby","Centre-Forward","21","2017-2018",10000000,"Ligue 1"
"3100","Pape Cheikh","Central Midfield","20","2017-2018",10000000,"Ligue 1"
"3101","Tom Cleverley","Central Midfield","27","2017-2018",9300000,"Premier League"
"3102","Will Hughes","Central Midfield","22","2017-2018",9100000,"Premier League"
"3103","Tom Ince","Right Winger","25","2017-2018",9100000,"Premier League"
"3104","Aaron Mooy","Central Midfield","26","2017-2018",9100000,"Premier League"
"3105","Jack Cork","Defensive Midfield","28","2017-2018",9100000,"Premier League"
"3106","Jonathas","Centre-Forward","28","2017-2018",9000000,"1.Bundesliga"
"3107","Andrew Robertson","Left-Back","23","2017-2018",9000000,"Premier League"
"3108","Gastón Ramírez","Attacking Midfield","26","2017-2018",9000000,"Serie A"
"3109","Jairo Riedewald","Centre-Back","20","2017-2018",9000000,"Premier League"
"3110","Thiago Mendes","Defensive Midfield","25","2017-2018",9000000,"Ligue 1"
"3111","Kévin Malcuit","Right-Back","25","2017-2018",9000000,"Ligue 1"
"3112","Guido Pizarro","Defensive Midfield","27","2017-2018",8700000,"LaLiga"
"3113","Adnan Januzaj","Right Winger","22","2017-2018",8500000,"LaLiga"
"3114","Serge Gnabry","Left Winger","21","2017-2018",8000000,"1.Bundesliga"
"3115","Valère Germain","Centre-Forward","27","2017-2018",8000000,"Ligue 1"
"3116","Juan Jesus","Centre-Back","26","2017-2018",8000000,"Serie A"
"3117","Soualiho Meïté","Defensive Midfield","23","2017-2018",8000000,"Ligue 1"
"3118","Henry Onyekuru","Left Winger","20","2017-2018",8000000,"Premier League"
"3119","Davie Selke","Centre-Forward","22","2017-2018",8000000,"1.Bundesliga"
"3120","Nicolas de Préville","Centre-Forward","26","2017-2018",8000000,"Ligue 1"
"3121","Havard Nordtveit","Centre-Back","27","2017-2018",8000000,"1.Bundesliga"
"3122","Mariano Díaz","Centre-Forward","23","2017-2018",8000000,"Ligue 1"
"3123","Vitor Hugo","Centre-Back","26","2017-2018",8000000,"Serie A"
"3124","Admir Mehmedi","Second Striker","26","2017-2018",8000000,"1.Bundesliga"
"3125","Amine Harit","Attacking Midfield","20","2017-2018",8000000,"1.Bundesliga"
"3126","Alessandro Bastoni","Centre-Back","18","2017-2018",8000000,"Serie A"
"3127","Rafik Guitane","Attacking Midfield","18","2017-2018",8000000,"Ligue 1"
"3128","Jadon Sancho","Left Winger","17","2017-2018",7840000,"1.Bundesliga"
"3129","Alexander Sörloth","Centre-Forward","22","2017-2018",7800000,"Premier League"
